#SDF2asc -v panel_d3.010 x y z strx stry strz
#x y z strx stry strz
-8.424248e-01 -5.006721e-01 1.825479e-01 -4.688028e-03 4.653037e-03 -8.522433e-03
-8.189833e-01 -5.543991e-01 1.262929e-01 -4.689436e-03 4.884335e-03 -9.320809e-03
-5.722591e-01 -7.570905e-01 3.027767e-01 -9.352894e-03 2.143485e-03 -1.226704e-02
-6.660290e-01 -6.472336e-01 3.594998e-01 -8.058856e-03 2.801878e-03 -9.807784e-03
-6.816759e-01 -6.926891e-01 2.198572e-01 -7.250977e-03 3.541024e-03 -1.107750e-02
-6.425223e-01 -7.020864e-01 2.940729e-01 -8.162907e-03 2.854580e-03 -1.104258e-02
-8.050655e-01 -3.804018e-01 4.466589e-01 -5.787727e-03 4.085455e-03 -6.951615e-03
-8.332955e-01 -4.473632e-01 3.135633e-01 -5.217485e-03 4.241711e-03 -7.723649e-03
-7.455460e-01 -5.185726e-01 4.086439e-01 -6.866669e-03 3.471241e-03 -8.073709e-03
-7.983875e-01 -4.498913e-01 3.904029e-01 -5.921877e-03 3.915424e-03 -7.571057e-03
-7.421631e-01 -6.314142e-01 2.086352e-01 -6.235925e-03 4.038613e-03 -1.009629e-02
-7.293214e-01 -5.830919e-01 3.464877e-01 -6.976147e-03 3.393242e-03 -8.994244e-03
-8.174345e-01 -5.096225e-01 2.551554e-01 -5.286232e-03 4.275299e-03 -8.451969e-03
-7.663018e-01 -5.766699e-01 2.698388e-01 -6.186969e-03 3.875241e-03 -9.103321e-03
-6.116655e-02 -8.361560e-01 5.401363e-01 -2.279174e-02 -1.018712e-02 -1.861146e-02
-1.376968e-01 -7.698542e-01 6.180937e-01 -2.051552e-02 -7.013045e-03 -1.342542e-02
-1.825479e-01 -8.424248e-01 5.006721e-01 -1.871951e-02 -5.879361e-03 -1.694226e-02
-1.262929e-01 -8.189833e-01 5.543991e-01 -2.069939e-02 -7.861426e-03 -1.622465e-02
-3.027767e-01 -5.722591e-01 7.570905e-01 -1.581736e-02 -7.213393e-04 -6.861805e-03
-3.594998e-01 -6.660290e-01 6.472336e-01 -1.457219e-02 -1.088035e-03 -9.241995e-03
-2.198572e-01 -6.816758e-01 6.926891e-01 -1.816027e-02 -3.755851e-03 -9.494416e-03
-2.940729e-01 -6.425223e-01 7.020864e-01 -1.614479e-02 -1.843088e-03 -8.498072e-03
-4.466589e-01 -8.050655e-01 3.804018e-01 -1.194770e-02 2.031723e-04 -1.367752e-02
-3.135633e-01 -8.332955e-01 4.473632e-01 -1.507306e-02 -2.429213e-03 -1.525634e-02
-4.086439e-01 -7.455460e-01 5.185726e-01 -1.325194e-02 -7.409173e-04 -1.156568e-02
-3.904029e-01 -7.983875e-01 4.498913e-01 -1.343043e-02 -1.056079e-03 -1.344051e-02
-2.086352e-01 -7.421631e-01 6.314142e-01 -1.844026e-02 -4.805407e-03 -1.174358e-02
-3.464877e-01 -7.293214e-01 5.830919e-01 -1.480923e-02 -1.804965e-03 -1.104507e-02
-2.551554e-01 -8.174345e-01 5.096225e-01 -1.683111e-02 -4.051721e-03 -1.482039e-02
-2.698388e-01 -7.663018e-01 5.766699e-01 -1.664290e-02 -3.487685e-03 -1.251924e-02
-7.594638e-01 -3.765773e-01 5.228269e-01 -6.574147e-03 3.867352e-03 -6.715755e-03
-6.980776e-01 -5.172026e-01 4.863181e-01 -7.754207e-03 3.074500e-03 -7.846604e-03
-6.480913e-01 -4.363230e-01 6.171839e-01 -8.552233e-03 3.159298e-03 -6.731072e-03
-7.053174e-01 -4.446968e-01 5.442450e-01 -7.589884e-03 3.399631e-03 -7.058532e-03
-5.228269e-01 -7.594638e-01 3.765773e-01 -1.054137e-02 1.202486e-03 -1.216285e-02
-4.863181e-01 -6.980776e-01 5.172026e-01 -1.168509e-02 4.835596e-04 -1.032056e-02
-6.171839e-01 -6.480913e-01 4.363230e-01 -9.085260e-03 2.169520e-03 -9.626116e-03
-5.442450e-01 -7.053174e-01 4.446968e-01 -1.038969e-02 1.306785e-03 -1.064297e-02
-3.765773e-01 -5.228269e-01 7.594638e-01 -1.392889e-02 7.799880e-04 -6.425484e-03
-5.172026e-01 -4.863181e-01 6.980776e-01 -1.098861e-02 2.165338e-03 -6.650252e-03
-4.363230e-01 -6.171839e-01 6.480913e-01 -1.283635e-02 3.159385e-04 -8.361199e-03
-4.446968e-01 -5.442450e-01 7.053174e-01 -1.256756e-02 1.105383e-03 -7.070575e-03
-6.330077e-01 -5.825796e-01 5.009850e-01 -8.932619e-03 2.408726e-03 -8.470332e-03
-5.009850e-01 -6.330077e-01 5.825796e-01 -1.148679e-02 9.330648e-04 -8.875444e-03
-5.825796e-01 -5.009850e-01 6.330077e-01 -9.834319e-03 2.444408e-03 -7.117964e-03
-5.747358e-01 -5.747358e-01 5.747358e-01 -1.004246e-02 1.915179e-03 -8.127276e-03
6.116655e-02 -8.361560e-01 5.401363e-01 -2.753467e-02 -1.663660e-02 -2.203928e-02
1.825478e-01 -8.424248e-01 5.006721e-01 -3.312210e-02 -2.511489e-02 -2.966154e-02
1.376968e-01 -7.698542e-01 6.180937e-01 -3.156590e-02 -2.082059e-02 -1.844947e-02
1.262929e-01 -8.189833e-01 5.543991e-01 -3.086425e-02 -2.037518e-02 -2.335339e-02
4.466589e-01 -8.050655e-01 3.804018e-01 -5.222522e-02 -6.085661e-02 -6.760242e-02
4.086439e-01 -7.455460e-01 5.185726e-01 -5.042604e-02 -5.465696e-02 -3.859594e-02
3.135633e-01 -8.332955e-01 4.473632e-01 -4.107348e-02 -3.877048e-02 -4.312985e-02
3.904029e-01 -7.983875e-01 4.498913e-01 -4.807885e-02 -5.119321e-02 -4.882343e-02
3.027767e-01 -5.722590e-01 7.570905e-01 -4.175261e-02 -2.699958e-02 -3.654858e-03
2.198572e-01 -6.816759e-01 6.926891e-01 -3.639725e-02 -2.472071e-02 -1.251135e-02
3.594998e-01 -6.660290e-01 6.472336e-01 -4.662921e-02 -4.163744e-02 -1.673150e-02
2.940729e-01 -6.425223e-01 7.020864e-01 -4.164126e-02 -3.077023e-02 -1.075364e-02
2.551554e-01 -8.174345e-01 5.096225e-01 -3.798153e-02 -3.195690e-02 -3.233961e-02
3.464877e-01 -7.293212e-01 5.830919e-01 -4.563432e-02 -4.272906e-02 -2.639380e-02
2.086352e-01 -7.421631e-01 6.314141e-01 -3.586176e-02 -2.582805e-02 -1.868761e-02
2.698388e-01 -7.663018e-01 5.766699e-01 -3.920550e-02 -3.318941e-02 -2.535824e-02
8.361560e-01 -5.401363e-01 6.116655e-02 -1.229148e-01 -2.567008e-01 -5.241006e-01
8.424248e-01 -5.006721e-01 1.825478e-01 -1.468144e-01 -3.946173e-01 -3.921191e-01
7.698543e-01 -6.180937e-01 1.376968e-01 -1.063902e-01 -2.073256e-01 -3.270246e-01
8.189833e-01 -5.543991e-01 1.262929e-01 -1.289353e-01 -2.832929e-01 -4.172001e-01
8.050655e-01 -3.804018e-01 4.466589e-01 -1.417854e-01 -3.205886e-01 -1.642725e-02
7.455460e-01 -5.185726e-01 4.086439e-01 -1.159691e-01 -2.399531e-01 -9.248017e-02
8.332955e-01 -4.473632e-01 3.135633e-01 -1.545703e-01 -4.219720e-01 -1.876924e-01
7.983875e-01 -4.498913e-01 3.904029e-01 -1.408233e-01 -3.297956e-01 -9.450744e-02
5.722590e-01 -7.570905e-01 3.027767e-01 -6.733076e-02 -9.564768e-02 -1.124991e-01
6.816759e-01 -6.926891e-01 2.198572e-01 -8.615455e-02 -1.460985e-01 -1.929117e-01
6.660290e-01 -6.472336e-01 3.594998e-01 -8.911844e-02 -1.568187e-01 -1.172148e-01
6.425223e-01 -7.020864e-01 2.940729e-01 -8.096131e-02 -1.329152e-01 -1.387218e-01
8.174345e-01 -5.096225e-01 2.551554e-01 -1.435083e-01 -3.615445e-01 -2.662369e-01
7.293212e-01 -5.830919e-01 3.464877e-01 -1.088627e-01 -2.192856e-01 -1.399955e-01
7.421632e-01 -6.314142e-01 2.086352e-01 -1.041759e-01 -2.035352e-01 -2.446749e-01
7.663018e-01 -5.766699e-01 2.698388e-01 -1.172648e-01 -2.587149e-01 -2.178026e-01
5.401363e-01 -6.116655e-02 8.361560e-01 -5.186831e-02 8.716685e-03 3.444922e-02
5.006721e-01 -1.825478e-01 8.424248e-01 -5.274784e-02 -6.891976e-03 2.986358e-02
6.180937e-01 -1.376968e-01 7.698542e-01 -6.776941e-02 -1.793438e-02 5.142439e-02
5.543991e-01 -1.262929e-01 8.189833e-01 -5.691617e-02 -4.012528e-03 3.782383e-02
3.804018e-01 -4.466589e-01 8.050655e-01 -4.696899e-02 -2.568923e-02 7.829730e-03
5.185726e-01 -4.086439e-01 7.455460e-01 -6.234167e-02 -4.758422e-02 1.714154e-02
4.473632e-01 -3.135633e-01 8.332955e-01 -5.097833e-02 -1.904462e-02 2.005762e-02
4.498913e-01 -3.904029e-01 7.983875e-01 -5.297069e-02 -3.012759e-02 1.531054e-02
7.570905e-01 -3.027767e-01 5.722590e-01 -1.163106e-01 -1.793467e-01 5.930978e-02
6.926891e-01 -2.198572e-01 6.816759e-01 -8.958073e-02 -7.497240e-02 6.702077e-02
6.472336e-01 -3.594998e-01 6.660290e-01 -8.491130e-02 -9.140000e-02 3.307791e-02
7.020864e-01 -2.940729e-01 6.425223e-01 -9.692972e-02 -1.113286e-01 5.438502e-02
5.096225e-01 -2.551554e-01 8.174345e-01 -5.632125e-02 -2.005987e-02 2.898148e-02
5.830919e-01 -3.464877e-01 7.293212e-01 -7.099571e-02 -5.705878e-02 2.968180e-02
6.314141e-01 -2.086352e-01 7.421631e-01 -7.424939e-02 -4.076465e-02 5.152451e-02
5.766699e-01 -2.698388e-01 7.663018e-01 -6.715453e-02 -3.741654e-02 3.728827e-02
5.228269e-01 -7.594638e-01 3.765773e-01 -6.213958e-02 -8.291333e-02 -7.995193e-02
6.171839e-01 -6.480913e-01 4.363230e-01 -8.066378e-02 -1.268897e-01 -7.401901e-02
4.863181e-01 -6.980776e-01 5.172026e-01 -6.000134e-02 -7.294279e-02 -4.188893e-02
5.442450e-01 -7.053174e-01 4.446968e-01 -6.667752e-02 -9.232036e-02 -6.482529e-02
7.594638e-01 -3.765773e-01 5.228269e-01 -1.219858e-01 -2.201850e-01 1.721218e-02
6.480913e-01 -4.363230e-01 6.171839e-01 -8.772107e-02 -1.141658e-01 1.119387e-02
6.980776e-01 -5.172026e-01 4.863181e-01 -1.023556e-01 -1.795777e-01 -4.445605e-02
7.053174e-01 -4.446968e-01 5.442450e-01 -1.031799e-01 -1.681899e-01 -3.705726e-03
3.765773e-01 -5.228269e-01 7.594638e-01 -4.767850e-02 -3.312389e-02 9.511831e-04
4.363230e-01 -6.171839e-01 6.480913e-01 -5.461024e-02 -5.364356e-02 -1.431258e-02
5.172026e-01 -4.863181e-01 6.980776e-01 -6.374110e-02 -6.035803e-02 5.248496e-03
4.446968e-01 -5.442450e-01 7.053174e-01 -5.482588e-02 -4.783210e-02 -2.341944e-03
6.330077e-01 -5.825796e-01 5.009850e-01 -8.462735e-02 -1.319400e-01 -4.650621e-02
5.825796e-01 -5.009850e-01 6.330077e-01 -7.451478e-02 -8.839503e-02 -1.457341e-03
5.009850e-01 -6.330077e-01 5.825796e-01 -6.202069e-02 -7.301482e-02 -2.590046e-02
5.747358e-01 -5.747358e-01 5.747358e-01 -7.405034e-02 -9.705201e-02 -2.300166e-02
5.779394e-01 0.000000e+00 8.127925e-01 -5.238287e-02 1.653278e-02 3.798499e-02
6.583439e-01 -7.257052e-02 7.449783e-01 -7.006209e-02 -1.156758e-02 6.160405e-02
6.583440e-01 7.257052e-02 7.449783e-01 -5.759388e-02 2.471157e-02 4.912696e-02
6.324524e-01 0.000000e+00 7.707437e-01 -6.085729e-02 1.168103e-02 4.952662e-02
8.003345e-01 -2.328064e-01 5.455328e-01 -1.310264e-01 -2.191966e-01 9.827310e-02
8.202724e-01 -7.951690e-02 5.590851e-01 -1.203109e-01 -1.490021e-01 1.559225e-01
7.348622e-01 -1.516197e-01 6.556114e-01 -9.611256e-02 -7.960722e-02 8.982915e-02
7.875036e-01 -1.558652e-01 5.897316e-01 -1.164643e-01 -1.421409e-01 1.186056e-01
8.003345e-01 2.328064e-01 5.455328e-01 -5.246616e-02 2.780141e-02 6.514109e-02
7.348621e-01 1.516197e-01 6.556114e-01 -5.992996e-02 3.262967e-02 6.000979e-02
8.202724e-01 7.951690e-02 5.590851e-01 -9.013082e-02 -4.399258e-02 1.391564e-01
7.875036e-01 1.558652e-01 5.897316e-01 -6.822290e-02 1.521779e-02 8.716277e-02
7.138375e-01 -7.527138e-02 6.912227e-01 -8.375524e-02 -3.294474e-02 8.265622e-02
7.972330e-01 0.000000e+00 5.969747e-01 -9.924708e-02 -6.094587e-02 1.323665e-01
7.138375e-01 7.527138e-02 6.912227e-01 -6.737192e-02 1.673159e-02 6.752728e-02
7.434394e-01 0.000000e+00 6.632326e-01 -8.191195e-02 -1.959213e-02 9.265202e-02
8.739590e-01 -4.789698e-01 3.780301e-02 -1.353746e-01 -3.126603e-01 -6.681402e-01
9.275261e-01 -3.629753e-01 4.025026e-02 -1.717952e-01 -5.515308e-01 -8.648668e-01
8.826751e-01 -4.355459e-01 1.576718e-01 -1.696958e-01 -5.344855e-01 -4.944296e-01
8.970366e-01 -4.281062e-01 7.805327e-02 -1.706941e-01 -4.761380e-01 -6.919196e-01
9.921917e-01 -7.762511e-02 4.324397e-02 -1.251533e-01 -1.428348e+00 3.619867e-01
9.677290e-01 -1.590728e-01 1.730389e-01 -2.372332e-01 -1.447635e+00 1.318664e-02
9.691747e-01 -2.275060e-01 4.217311e-02 -1.927467e-01 -9.811674e-01 -7.574375e-01
9.801346e-01 -1.558183e-01 8.541708e-02 -2.089070e-01 -1.432852e+00 -2.334577e-01
8.483095e-01 -3.104316e-01 4.199327e-01 -1.669509e-01 -4.282671e-01 2.025635e-02
8.754686e-01 -3.791257e-01 2.874989e-01 -1.842042e-01 -5.866771e-01 -2.059869e-01
9.185849e-01 -2.385897e-01 3.017000e-01 -2.191563e-01 -8.429683e-01 4.758504e-03
8.838047e-01 -3.116835e-01 3.376123e-01 -1.904868e-01 -6.118921e-01 -6.368528e-02
9.463782e-01 -3.009873e-01 8.242336e-02 -2.107782e-01 -8.667453e-01 -7.699016e-01
9.434625e-01 -2.366042e-01 2.141412e-01 -2.369649e-01 -1.108700e+00 -1.840347e-01
8.998579e-01 -3.762587e-01 2.042150e-01 -1.973084e-01 -6.868220e-01 -4.030972e-01
9.330715e-01 -3.068310e-01 1.667696e-01 -2.188339e-01 -9.350896e-01 -4.677081e-01
8.739590e-01 4.789698e-01 3.780301e-02 1.177659e-01 -2.353632e-01 1.811619e-01
8.826751e-01 4.355459e-01 1.576718e-01 7.970826e-02 -2.086147e-01 1.196638e-01
9.275261e-01 3.629753e-01 4.025026e-02 1.379399e-01 -4.177365e-01 4.865848e-01
8.970366e-01 4.281062e-01 7.805327e-02 1.170338e-01 -2.847892e-01 2.370884e-01
8.483095e-01 3.104316e-01 4.199327e-01 -2.506480e-02 -1.699356e-02 6.292995e-02
9.185849e-01 2.385897e-01 3.017000e-01 -2.604595e-02 -2.667663e-01 2.874552e-01
8.754686e-01 3.791257e-01 2.874989e-01 2.480501e-02 -1.140383e-01 7.313092e-02
8.838047e-01 3.116835e-01 3.376123e-01 -8.232963e-03 -1.068862e-01 1.205525e-01
9.921917e-01 7.762511e-02 4.324397e-02 3.574932e-02 -1.299027e+00 1.498935e+00
9.691747e-01 2.275060e-01 4.217311e-02 1.308938e-01 -7.801964e-01 1.110106e+00
9.677290e-01 1.590728e-01 1.730389e-01 -1.168145e-02 -8.892031e-01 8.688358e-01
9.801346e-01 1.558183e-01 8.541708e-02 5.934152e-02 -1.076710e+00 1.267368e+00
8.998579e-01 3.762587e-01 2.042150e-01 5.828173e-02 -2.286719e-01 1.672496e-01
9.434625e-01 2.366042e-01 2.141412e-01 1.130569e-02 -4.940185e-01 4.980329e-01
9.463781e-01 3.009873e-01 8.242336e-02 1.202141e-01 -5.494165e-01 6.413424e-01
9.330715e-01 3.068310e-01 1.667696e-01 6.304484e-02 -4.170037e-01 3.991220e-01
8.459517e-01 -2.366369e-01 4.693744e-01 -1.565108e-01 -3.544175e-01 1.059214e-01
9.177450e-01 -1.617732e-01 3.505561e-01 -2.047182e-01 -7.297397e-01 2.011703e-01
8.677586e-01 -8.089368e-02 4.814219e-01 -1.475251e-01 -2.834262e-01 2.189913e-01
8.806070e-01 -1.610724e-01 4.359102e-01 -1.730026e-01 -4.435058e-01 1.856005e-01
9.922013e-01 0.000000e+00 8.648794e-02 -9.433715e-02 -1.617153e+00 1.046218e+00
9.677400e-01 8.087952e-02 2.196674e-01 -1.017042e-01 -1.011723e+00 8.179305e-01
9.677400e-01 -8.087952e-02 2.196674e-01 -2.166298e-01 -1.367210e+00 4.477561e-01
9.801552e-01 0.000000e+00 1.752895e-01 -1.510556e-01 -1.485884e+00 8.447031e-01
8.459517e-01 2.366369e-01 4.693744e-01 -5.249931e-02 -1.581446e-02 1.028792e-01
8.677586e-01 8.089368e-02 4.814219e-01 -1.058966e-01 -1.308326e-01 2.127735e-01
9.177450e-01 1.617732e-01 3.505561e-01 -7.709011e-02 -2.865455e-01 3.340594e-01
8.806070e-01 1.610724e-01 4.359102e-01 -7.913531e-02 -1.158399e-01 2.026690e-01
9.426335e-01 -8.159448e-02 3.096258e-01 -2.047075e-01 -9.104559e-01 3.844739e-01
9.426335e-01 8.159448e-02 3.096258e-01 -1.188987e-01 -6.030057e-01 5.192586e-01
8.922052e-01 0.000000e+00 4.416484e-01 -1.399496e-01 -3.047225e-01 2.831785e-01
9.299421e-01 0.000000e+00 3.552063e-01 -1.628183e-01 -5.845894e-01 4.262637e-01
-5.779394e-01 0.000000e+00 8.127925e-01 -7.068954e-03 6.687824e-03 -5.125991e-03
-6.583439e-01 7.257052e-02 7.449783e-01 -5.375937e-03 6.615884e-03 -5.474231e-03
-6.583440e-01 -7.257052e-02 7.449783e-01 -6.548501e-03 5.745015e-03 -5.293469e-03
-6.324524e-01 0.000000e+00 7.707437e-01 -6.397226e-03 6.350511e-03 -5.206162e-03
-8.003345e-01 2.328064e-01 5.455328e-01 -2.182610e-03 6.234913e-03 -5.888575e-03
-8.202724e-01 7.951690e-02 5.590851e-01 -3.285820e-03 5.770754e-03 -5.671495e-03
-7.348622e-01 1.516197e-01 6.556114e-01 -3.737919e-03 6.450446e-03 -5.737394e-03
-7.875036e-01 1.558652e-01 5.897316e-01 -3.092437e-03 6.149709e-03 -5.728580e-03
-8.003345e-01 -2.328064e-01 5.455328e-01 -5.468661e-03 4.579474e-03 -6.066594e-03
-7.348621e-01 -1.516197e-01 6.556114e-01 -6.014687e-03 5.028206e-03 -5.610564e-03
-8.202724e-01 -7.951690e-02 5.590851e-01 -4.389331e-03 5.210131e-03 -5.721003e-03
-7.875036e-01 -1.558652e-01 5.897316e-01 -5.281685e-03 4.924494e-03 -5.774273e-03
-7.138375e-01 7.527138e-02 6.912227e-01 -4.713537e-03 6.287567e-03 -5.517927e-03
-7.972330e-01 0.000000e+00 5.969747e-01 -4.203147e-03 5.583858e-03 -5.605767e-03
-7.138375e-01 -7.527138e-02 6.912227e-01 -5.845323e-03 5.512586e-03 -5.426733e-03
-7.434394e-01 0.000000e+00 6.632326e-01 -4.883067e-03 5.792000e-03 -5.523324e-03
-8.739590e-01 4.789698e-01 3.780301e-02 2.855078e-03 5.805511e-03 -5.478217e-03
-9.275261e-01 3.629753e-01 4.025026e-02 1.990292e-03 5.829755e-03 -5.384557e-03
-8.826751e-01 4.355459e-01 1.576718e-01 1.773565e-03 5.786034e-03 -5.697737e-03
-8.970366e-01 4.281062e-01 7.805327e-02 2.306398e-03 5.759858e-03 -5.512330e-03
-9.921917e-01 7.762511e-02 4.324397e-02 2.037835e-04 5.811968e-03 -5.679872e-03
-9.677290e-01 1.590728e-01 1.730389e-01 -9.382233e-05 5.625357e-03 -5.607500e-03
-9.691747e-01 2.275060e-01 4.217311e-02 1.104041e-03 5.830795e-03 -5.440846e-03
-9.801346e-01 1.558183e-01 8.541708e-02 4.251705e-04 5.748078e-03 -5.553961e-03
-8.483095e-01 3.104316e-01 4.199327e-01 -7.392983e-04 6.019768e-03 -5.921795e-03
-8.754686e-01 3.791257e-01 2.874989e-01 5.789538e-04 5.862318e-03 -5.853621e-03
-9.185849e-01 2.385897e-01 3.017000e-01 -4.079634e-04 5.689572e-03 -5.683927e-03
-8.838047e-01 3.116835e-01 3.376123e-01 -1.566789e-04 5.842555e-03 -5.816214e-03
-9.463782e-01 3.009873e-01 8.242336e-02 1.375773e-03 5.772580e-03 -5.448345e-03
-9.434625e-01 2.366042e-01 2.141412e-01 1.538420e-04 5.667544e-03 -5.607079e-03
-8.998579e-01 3.762587e-01 2.042150e-01 1.134980e-03 5.763920e-03 -5.705250e-03
-9.330715e-01 3.068310e-01 1.667696e-01 8.488595e-04 5.720106e-03 -5.562727e-03
-8.739590e-01 -4.789698e-01 3.780301e-02 -3.425401e-03 5.563562e-03 -8.736852e-03
-8.826751e-01 -4.355459e-01 1.576718e-01 -3.894943e-03 4.966426e-03 -8.019160e-03
-9.275261e-01 -3.629753e-01 4.025026e-02 -2.534306e-03 5.667498e-03 -7.679218e-03
-8.970366e-01 -4.281062e-01 7.805327e-02 -3.281425e-03 5.391004e-03 -8.126433e-03
-8.483095e-01 -3.104316e-01 4.199327e-01 -4.925638e-03 4.427765e-03 -6.644397e-03
-9.185849e-01 -2.385897e-01 3.017000e-01 -3.417234e-03 4.901295e-03 -6.518631e-03
-8.754686e-01 -3.791257e-01 2.874989e-01 -4.398827e-03 4.570324e-03 -7.310922e-03
-8.838047e-01 -3.116835e-01 3.376123e-01 -4.208238e-03 4.629815e-03 -6.812730e-03
-9.921917e-01 -7.762511e-02 4.324397e-02 -7.059703e-04 5.784887e-03 -6.128013e-03
-9.691747e-01 -2.275060e-01 4.217311e-02 -1.622130e-03 5.739206e-03 -6.797646e-03
-9.677290e-01 -1.590728e-01 1.730389e-01 -2.006690e-03 5.347395e-03 -6.346447e-03
-9.801346e-01 -1.558183e-01 8.541708e-02 -1.471913e-03 5.612412e-03 -6.395288e-03
-8.998579e-01 -3.762587e-01 2.042150e-01 -3.723451e-03 4.899679e-03 -7.450265e-03
-9.434625e-01 -2.366042e-01 2.141412e-01 -2.789616e-03 5.128914e-03 -6.620965e-03
-9.463781e-01 -3.009873e-01 8.242336e-02 -2.393092e-03 5.509697e-03 -7.160736e-03
-9.330715e-01 -3.068310e-01 1.667696e-01 -2.961076e-03 5.169251e-03 -7.074941e-03
-8.459517e-01 2.366369e-01 4.693744e-01 -1.568431e-03 5.985732e-03 -5.830178e-03
-9.177450e-01 1.617732e-01 3.505561e-01 -1.184509e-03 5.618862e-03 -5.692467e-03
-8.677586e-01 8.089368e-02 4.814219e-01 -2.640052e-03 5.603794e-03 -5.693931e-03
-8.806070e-01 1.610724e-01 4.359102e-01 -1.786291e-03 5.718560e-03 -5.721684e-03
-9.922013e-01 0.000000e+00 8.648794e-02 -5.282735e-04 5.689769e-03 -5.858659e-03
-9.677400e-01 -8.087952e-02 2.196674e-01 -1.822579e-03 5.337644e-03 -6.032876e-03
-9.677400e-01 8.087952e-02 2.196674e-01 -8.374862e-04 5.520980e-03 -5.702544e-03
-9.801552e-01 0.000000e+00 1.752895e-01 -1.046780e-03 5.495118e-03 -5.853595e-03
-8.459517e-01 -2.366369e-01 4.693744e-01 -4.730603e-03 4.630864e-03 -6.242292e-03
-8.677586e-01 -8.089368e-02 4.814219e-01 -3.700797e-03 5.139810e-03 -5.821147e-03
-9.177450e-01 -1.617732e-01 3.505561e-01 -3.225000e-03 4.991053e-03 -6.162342e-03
-8.806070e-01 -1.610724e-01 4.359102e-01 -3.894824e-03 4.907356e-03 -6.054644e-03
-9.426335e-01 8.159448e-02 3.096258e-01 -1.408707e-03 5.470969e-03 -5.714591e-03
-9.426335e-01 -8.159448e-02 3.096258e-01 -2.415369e-03 5.202066e-03 -5.985185e-03
-8.922052e-01 0.000000e+00 4.416484e-01 -2.843711e-03 5.342447e-03 -5.754054e-03
-9.299421e-01 0.000000e+00 3.552063e-01 -2.213490e-03 5.329091e-03 -5.794993e-03
8.127925e-01 5.779394e-01 0.000000e+00 1.059519e-01 -1.461121e-01 7.799564e-02
7.449783e-01 6.583440e-01 -7.257052e-02 9.275363e-02 -9.796081e-02 5.028786e-02
7.449783e-01 6.583440e-01 7.257052e-02 7.420307e-02 -8.198378e-02 -7.717442e-03
7.707437e-01 6.324524e-01 0.000000e+00 8.971725e-02 -1.102427e-01 3.578814e-02
5.455328e-01 8.003345e-01 -2.328064e-01 6.087967e-02 -3.484717e-02 2.249302e-02
5.590851e-01 8.202724e-01 -7.951690e-02 5.524212e-02 -3.786963e-02 -3.982276e-03
6.556115e-01 7.348622e-01 -1.516197e-01 7.638328e-02 -6.071809e-02 3.324397e-02
5.897316e-01 7.875036e-01 -1.558652e-01 6.361673e-02 -4.452438e-02 1.596854e-02
5.455328e-01 8.003345e-01 2.328064e-01 3.342803e-02 -9.650243e-03 -4.475629e-02
6.556115e-01 7.348622e-01 1.516197e-01 5.020259e-02 -3.611633e-02 -4.006083e-02
5.590851e-01 8.202724e-01 7.951690e-02 4.546672e-02 -2.801136e-02 -2.912385e-02
5.897316e-01 7.875036e-01 1.558652e-01 4.257243e-02 -2.411225e-02 -3.989254e-02
6.912227e-01 7.138376e-01 -7.527138e-02 7.755661e-02 -7.301077e-02 2.301034e-02
5.969747e-01 7.972330e-01 0.000000e+00 5.500033e-02 -4.123868e-02 -1.523769e-02
6.912227e-01 7.138375e-01 7.527138e-02 6.271043e-02 -5.871290e-02 -2.171787e-02
6.632326e-01 7.434394e-01 0.000000e+00 6.589390e-02 -5.825558e-02 -7.184571e-03
3.780301e-02 8.739590e-01 -4.789698e-01 2.621144e-02 1.455782e-03 5.104224e-03
4.025026e-02 9.275261e-01 -3.629753e-01 2.504037e-02 -1.005679e-03 4.074945e-04
1.576718e-01 8.826751e-01 -4.355459e-01 3.134319e-02 -2.156997e-03 7.391464e-03
7.805327e-02 8.970366e-01 -4.281062e-01 2.732939e-02 -3.356817e-04 4.101002e-03
4.324397e-02 9.921917e-01 -7.762511e-02 2.084390e-02 -1.702287e-03 -1.057487e-02
1.730389e-01 9.677290e-01 -1.590728e-01 2.750252e-02 -6.156722e-03 -7.521533e-03
4.217311e-02 9.691747e-01 -2.275060e-01 2.328258e-02 -2.184430e-03 -5.027649e-03
8.541708e-02 9.801346e-01 -1.558183e-01 2.360272e-02 -3.360905e-03 -7.796831e-03
4.199327e-01 8.483094e-01 -3.104315e-01 4.812625e-02 -1.827561e-02 1.543356e-02
2.874989e-01 8.754686e-01 -3.791257e-01 3.843629e-02 -8.182209e-03 1.066940e-02
3.017000e-01 9.185848e-01 -2.385896e-01 3.648613e-02 -1.204273e-02 1.232982e-05
3.376123e-01 8.838046e-01 -3.116835e-01 4.069027e-02 -1.252434e-02 8.295807e-03
8.242336e-02 9.463782e-01 -3.009873e-01 2.583146e-02 -2.736999e-03 -1.496667e-03
2.141412e-01 9.434625e-01 -2.366042e-01 3.098088e-02 -7.666088e-03 -2.566545e-03
2.042150e-01 8.998579e-01 -3.762587e-01 3.297833e-02 -4.923079e-03 5.904102e-03
1.667696e-01 9.330715e-01 -3.068310e-01 2.992115e-02 -5.273173e-03 4.657300e-04
3.780301e-02 8.739590e-01 4.789698e-01 7.643074e-03 1.106444e-02 -2.125447e-02
1.576718e-01 8.826751e-01 4.355459e-01 1.059968e-02 1.066960e-02 -2.588215e-02
