    1  1 H    1  7.124E-01  7.109E-01
    2  1 H    2  2.762E-05  2.758E-05
    3  2 He   3  3.411E-05  3.412E-05
    4  2 He   4  2.727E-01  2.741E-01
    5  3 Li   6  7.363E-10  7.387E-10
    6  3 Li   7  1.046E-08  1.049E-08
    7  4 Be   9  1.932E-10  1.941E-10
    8  5 B   10  9.995E-10  1.004E-09
    9  5 B   11  4.446E-09  4.467E-09
   10  6 C   12  2.443E-03  2.457E-03
   11  6 C   13  2.965E-05  2.981E-05
   12  7 N   14  7.911E-04  7.955E-04
   13  7 N   15  3.116E-06  3.133E-06
   14  8 O   16  6.558E-03  6.597E-03
   15  8 O   17  2.600E-06  2.615E-06
   16  8 O   18  1.480E-05  1.488E-05
   17  9 F   19  4.646E-07  4.673E-07
   18 10 Ne  20  1.160E-03  1.167E-03
   19 10 Ne  21  2.922E-06  2.939E-06
   20 10 Ne  22  9.387E-05  9.445E-05
   21 11 Na  23  3.844E-05  3.868E-05
   22 12 Mg  24  5.619E-04  5.655E-04
   23 12 Mg  25  7.411E-05  7.457E-05
   24 12 Mg  26  8.484E-05  8.539E-05
   25 13 Al  27  6.598E-05  6.640E-05
   26 14 Si  28  7.503E-04  7.552E-04
   27 14 Si  29  3.946E-05  3.972E-05
   28 14 Si  30  2.691E-05  2.708E-05
   29 15 P   31  7.541E-06  7.591E-06
   30 16 S   32  3.930E-04  3.956E-04
   31 16 S   33  3.202E-06  3.223E-06
   32 16 S   34  1.852E-05  1.864E-05
   33 16 S   36  7.948E-08  8.001E-08
   34 17 Cl  35  4.035E-06  4.061E-06
   35 17 Cl  37  1.364E-06  1.373E-06
   36 18 Ar  36  9.069E-05  9.129E-05
   37 18 Ar  38  1.740E-05  1.752E-05
   38 18 Ar  40  2.789E-08  2.807E-08
   39 19 K   39  3.901E-06  3.927E-06
   40 19 K   40  6.240E-09  6.282E-09
   41 19 K   41  2.960E-07  2.980E-07
   42 20 Ca  40  7.082E-05  7.129E-05
   43 20 Ca  42  4.966E-07  4.999E-07
   44 20 Ca  43  1.061E-07  1.068E-07
   45 20 Ca  44  1.676E-06  1.687E-06
   46 20 Ca  46  3.341E-09  3.363E-09
   47 20 Ca  48  1.645E-07  1.656E-07
   48 21 Sc  45  4.471E-08  4.501E-08
   49 22 Ti  46  2.672E-07  2.690E-07
   50 22 Ti  47  2.457E-07  2.474E-07
   51 22 Ti  48  2.489E-06  2.506E-06
   52 22 Ti  49  1.864E-07  1.877E-07
   53 22 Ti  50  1.830E-07  1.842E-07
   54 23 V   50  1.046E-09  1.053E-09
   55 23 V   51  4.261E-07  4.291E-07
   56 24 Cr  50  8.118E-07  8.174E-07
   57 24 Cr  52  1.627E-05  1.639E-05
   58 24 Cr  53  1.881E-06  1.894E-06
   59 24 Cr  54  4.768E-07  4.801E-07
   60 25 Mn  55  1.465E-05  1.475E-05
   61 26 Fe  54  7.682E-05  7.735E-05
   62 26 Fe  56  1.251E-03  1.259E-03
   63 26 Fe  57  2.940E-05  2.960E-05
   64 26 Fe  58  3.976E-06  4.003E-06
   65 27 Co  59  3.981E-06  4.008E-06
   66 28 Ni  58  5.482E-05  5.519E-05
   67 28 Ni  60  2.184E-05  2.199E-05
   68 28 Ni  61  9.656E-07  9.722E-07
   69 28 Ni  62  3.128E-06  3.149E-06
   70 28 Ni  64  8.216E-07  8.273E-07
   71 29 Cu  63  6.670E-07  6.715E-07
   72 29 Cu  65  3.068E-07  3.089E-07
   73 30 Zn  64  1.108E-06  1.115E-06
   74 30 Zn  66  6.556E-07  6.601E-07
   75 30 Zn  67  9.789E-08  9.856E-08
   76 30 Zn  68  4.543E-07  4.574E-07
   77 30 Zn  70  1.545E-08  1.556E-08
   78 31 Ga  69  4.333E-08  4.363E-08
   79 31 Ga  71  2.959E-08  2.980E-08
   80 32 Ge  70  5.205E-08  5.241E-08
   81 32 Ge  72  6.985E-08  7.033E-08
   82 32 Ge  73  1.972E-08  1.985E-08
   83 32 Ge  74  9.307E-08  9.370E-08
   84 32 Ge  76  1.987E-08  2.000E-08
   85 33 As  75  1.327E-08  1.336E-08
   86 34 Se  74  1.247E-09  1.255E-09
   87 34 Se  76  1.360E-08  1.369E-08
   88 34 Se  77  1.123E-08  1.130E-08
   89 34 Se  78  3.543E-08  3.568E-08
   90 34 Se  80  7.585E-08  7.636E-08
   91 34 Se  82  1.367E-08  1.376E-08
   92 35 Br  79  1.317E-08  1.326E-08
   93 35 Br  81  1.313E-08  1.322E-08
   94 36 Kr  78  4.531E-10  4.562E-10
   95 36 Kr  80  2.974E-09  2.995E-09
   96 36 Kr  82  1.532E-08  1.542E-08
   97 36 Kr  83  1.536E-08  1.546E-08
   98 36 Kr  84  7.657E-08  7.709E-08
   99 36 Kr  86  2.371E-08  2.387E-08
  100 37 Rb  85  1.171E-08  1.179E-08
  101 37 Rb  87  4.930E-09  4.964E-09
  102 38 Sr  84  3.202E-10  3.224E-10
  103 38 Sr  86  5.797E-09  5.837E-09
  104 38 Sr  87  4.098E-09  4.126E-09
  105 38 Sr  88  4.970E-08  5.004E-08
  106 39 Y   89  1.191E-08  1.199E-08
  107 40 Zr  90  1.524E-08  1.534E-08
  108 40 Zr  91  3.362E-09  3.385E-09
  109 40 Zr  92  5.192E-09  5.228E-09
  110 40 Zr  94  5.376E-09  5.413E-09
  111 40 Zr  96  8.840E-10  8.900E-10
  112 41 Nb  93  2.041E-09  2.054E-09
  113 42 Mo  92  1.032E-09  1.039E-09
  114 42 Mo  94  6.581E-10  6.625E-10
  115 42 Mo  95  1.142E-09  1.150E-09
  116 42 Mo  96  1.210E-09  1.218E-09
  117 42 Mo  97  7.016E-10  7.063E-10
  118 42 Mo  98  1.788E-09  1.800E-09
  119 42 Mo 100  7.292E-10  7.340E-10
  120 44 Ru  96  2.937E-10  2.956E-10
  121 44 Ru  98  1.011E-10  1.017E-10
  122 44 Ru  99  6.960E-10  7.006E-10
  123 44 Ru 100  6.943E-10  6.989E-10
  124 44 Ru 101  9.506E-10  9.570E-10
  125 44 Ru 102  1.775E-09  1.787E-09
  126 44 Ru 104  1.070E-09  1.077E-09
  127 45 Rh 103  1.110E-09  1.117E-09
  128 46 Pd 102  4.326E-11  4.355E-11
  129 46 Pd 104  4.834E-10  4.866E-10
